x1   x2   x3
 1.17266  -0.28358   0.61260
-0.50900   0.67277  -0.22362
-1.49865  -0.06286  -2.67487
 1.22761  -0.21218   2.33356
 0.16533  -1.02961  -0.52066
-0.75608  -0.28802   0.29503
-0.35213   1.85179  -1.77095
-1.31138   0.79193  -0.27458
 0.35295  -0.12076  -1.28057
 0.53937   0.14480  -0.38688
-0.89299   0.00765   1.30052
-1.21941  -0.15849   0.39675
-0.82756  -0.08938   0.46364
-0.61028  -0.35034  -0.81201
 0.54302  -0.17355   0.22865
-1.24483   0.52938  -0.03730
 0.07901  -0.82988  -0.32552
 0.94394   0.11194   0.06096
 0.62382   0.11513  -2.77137
 1.64627   0.78566  -0.12977
 0.25316   0.53130  -1.12110
-0.27814   0.70241   0.31343
 1.16301   0.12247   0.14505
-1.10462   5.45281  -1.62419
 1.08572   0.82115  -0.71878
-0.37428  -0.22012   1.48281
-1.04354   1.02229  -0.50127
 0.47241  -0.32130   0.95240
-0.36387  -1.99739   0.32616
 1.32532  -1.22918   0.70495
 0.22853  -0.04588   0.56597
-0.08426  -0.00349   1.51733
-1.89339  -0.30365  -0.54798
 1.68487  -0.06054  -0.48818
-0.25879   0.49227   0.97826
 0.08748   1.11083  -1.73020
-0.20384   1.17641   0.90394
-0.61563   0.41493  -0.66774
 0.24334  -0.43141  -0.04733
-2.16221   0.81475   1.07926
 0.17986   0.08862   0.51373
-0.44934   0.04766   1.84278
-1.33094   0.09821  -0.91300
-0.85210   0.08682  -1.38449
 2.11595   0.59463   0.04027
-1.10581  -0.75580  -0.13263
-0.24336   0.18929   0.65358
 2.09862   0.16901  -0.10267
 0.27668   0.20798  -0.54609
 0.37397  -0.57839   1.62934
-1.32656   1.55985  -1.74677
-0.73003   0.06168   0.28774
-0.95406   1.27271   0.15022
 1.66144   0.00725   0.39173
 0.25942  -0.33963   1.10590
 1.25112  -0.73564   1.26250
-1.12910  -1.43804   1.44645
 0.74222  -0.02832   1.49515
 0.25972   0.68986  -0.12013
 0.74355  -0.09762  -1.49200
 1.25620   0.44774  -0.35520
-0.93435   0.86745   0.44524
-0.92461  -0.01757   1.11855
 0.32460   0.21541  -1.07384
 0.65955   0.42599   0.50939
-0.31143   0.49444   0.04893
 0.60130   0.06254  -0.66404
 2.45223   0.23411   1.62552
-1.33915  -0.23554  -0.35069
 0.57667  -0.18502   1.94097
-0.69562  -0.49426  -0.38612
 0.26846  -0.60166   0.29837
-0.75848  -0.04689   0.10920
-0.25664   0.43916   0.84383
 0.07767  -0.30249  -1.32206
-0.56158   5.08288   2.29912
 1.45252  -0.24401   0.94834
 0.07488  -0.17062  -0.94153
-0.96886   0.34220   0.82585
 1.02271  -0.13318   0.44004
-0.75234   0.62275   1.13023
 0.80119  -0.64013   1.89914
-0.62695   1.09541  -1.43730
 1.65649   1.80938   0.69504
 0.42582  -0.19059  -1.50079
 2.13917  -0.30847   2.38693
 0.28891   0.88911   0.45147
 1.78845  -1.38913   0.71271
-1.57277   0.91308   0.26664
-1.58664   0.45970   0.23173
-0.23713   0.30713   0.31576
-0.39826   3.44512  -0.00886
-0.32870   0.02906  -0.78708
 0.16605   0.06591  -0.32486
 0.89050  -0.79322  -1.22288
 2.26790  -0.58488   0.68968
 0.57873  -0.06202  -0.42461
-0.36695  -2.51543   1.59494
 0.58018   0.10152   0.90432
-0.69579  -0.00908   1.53579
-0.87007   0.01737   0.96040
-0.09038   0.70964  -0.17487
 0.74751  -0.04282   0.42840
-1.18419   0.84713   1.04235
-0.70232   0.50566   0.86488
 0.97029   0.11319   0.79058
-0.01537  -0.27792   1.39729
-0.24145  -2.56801   1.18784
-0.72362  -0.34096   0.38009
 1.46518   0.18829   0.38877
-0.77937  -1.66388   0.80368
-1.40220  -0.10487  -1.19814
 0.40663  -0.44328  -0.41883
 0.38649  -0.60848  -0.33979
 0.12605  -0.55698  -0.73581
 1.97953   0.41628  -1.44748
-0.55601   0.39073   0.62295
 0.42752   0.22356   0.86158
 0.40214  -1.36563  -1.11963
 1.93127   0.49499  -1.69313
-1.47159   0.85735  -0.19694
 0.86109  -0.26865   1.11986
-1.66887  -0.27870  -0.99422
-0.81666  -0.12299  -0.31901
 1.20353   0.00531   0.36723
 0.62273   0.14028   0.87272
 1.60084   0.01258  -0.39131
-2.00593   0.82790   2.31493
-0.09458  -2.39460   0.53602
 0.23232  -0.08739  -0.12343
-0.64321  -0.27109  -1.64489
-1.41798  -0.41340   1.04047
-0.98030   0.53817  -1.39497
 1.32318   0.30916  -0.99612
 0.55383  -0.22312   0.26852
-0.13872  -0.24755   1.12171
-1.54714  -0.62389   0.97595
-1.22196  -0.25061   1.38712
 0.00528   0.61833   0.52696
 1.31777   0.06401  -1.58187
 1.05362   0.25403  -0.36386
-0.46277  -0.00081  -0.09610
-1.83917  -0.12571   0.10646
 0.52862  -2.43779   1.22539
-1.16370   3.87034  -0.54545
-0.02004   0.56915  -1.33059
-0.47814   0.47904   0.89336
-0.17233  -0.78387  -0.67712
-0.07200  -0.47321  -1.47333
-1.00501   0.52007   0.95983
-0.32289   0.33367  -0.31018
-0.89070  -2.15042  -0.23475
 0.06267  -0.33269  -0.15976
 0.07354  -0.34484   0.50994
 0.66880   0.68137   0.38313
 0.22239  -0.59933  -1.58274
 0.60921  -1.67198  -1.32018
-2.21109  -0.42116  -0.50309
 1.01065   0.05372   0.27334
-1.59245   0.72217  -0.47318
-0.55388  -0.99796  -0.41896
-0.74561  -0.65330  -2.44613
-1.37475   0.63653  -0.56103
-1.86209  -0.24122   0.90151
 0.15666   0.46415   0.41646
 0.76842   1.02739   0.81516
 0.71337   0.43892  -0.00351
-1.32696  -1.15870   0.51992
 1.02205  -0.78965   0.56218
 1.00156  -0.97593   0.10085
-1.05853  -0.35619   1.47218
 0.31604  -0.04996   1.33950
-0.68950   0.42246  -0.75836
-1.09702   0.13325  -1.55614
 1.55706  -0.08710   2.50456
 1.34105  -0.50974  -0.51510
 0.68670   1.50156  -0.81884
-0.16159  -0.05267   1.09844
-0.50870  -0.16058  -0.89941
